DataSet,MMC,AUROC,FPR@95
MNIST,0.9805830121040344,-,-
FMNIST,0.39219531416893005,0.988589245,0.02589999884366989
EMNIST,0.7934673428535461,0.888039295,0.3400999903678894
GrayCIFAR10,0.10043711960315704,0.99997965,0.0
Noise,0.10000340640544891,1.0,0.0
Adv. Noise,0.1000046581029892,1.0,0.0
Adv. Sample,0.8960243463516235,0.7724932718185314,0.617647111415863
