DataSet,MMC,AUROC,FPR@95
MNIST,0.9544605016708374,-,-
FMNIST,0.3004363775253296,0.990795,0.005399999674409628
EMNIST,0.7364082932472229,0.89550674,0.15799999237060547
GrayCIFAR10,0.10091175884008408,0.99504185,0.0
Noise,0.1000000387430191,0.6458,0.0
Adv. Noise,0.1000000387430191,0.63529414,0.0
Adv. Sample,0.8308379054069519,0.6960208,0.3901961147785187
