DataSet,MMC,AUROC,FPR@95
orig,0.9921097159385681,-,-
FMNIST,0.5806100368499756,0.9857187199999999,0.12049999833106995
EMNIST,0.8092602491378784,0.9046682049999999,0.38609999418258667
GrayCIFAR10,0.2266755998134613,0.99972009,0.0
Noise,0.12643226981163025,0.999996078125,0.0
