DataSet,MMC,AUROC,FPR@95
orig,0.9618351459503174,-,-
MNIST,0.920950174331665,0.72662782,0.7148000001907349
EMNIST,0.8336703181266785,0.832098665,0.42669999599456787
GrayCIFAR10,0.6433148980140686,0.9457875450000001,0.0810999944806099
Noise,0.8618022799491882,0.84166458203125,0.6065624952316284
