DataSet,MMC,AUROC,FPR@95
MNIST,0.9858631491661072,-,-
FMNIST,0.37960970401763916,0.9933395599999999,0.015599999576807022
EMNIST,0.7703920602798462,0.9272303649999999,0.30140000581741333
GrayCIFAR10,0.14133402705192566,0.99962145,0.0
Noise,0.10000006854534149,1.0,0.0
Adv. Noise,0.10000008344650269,1.0,0.0
Adv. Sample,0.8243739008903503,0.8850269127258747,0.46078434586524963
