DataSet,MMC,AUROC,FPR@95
orig,0.9788437485694885,-,-
CIFAR10,0.8153414726257324,0.90315759,0.35089999437332153
CIFAR100,0.8365302681922913,0.8690068850000001,0.44739997386932373
LSUN_CR,0.7908130288124084,0.9286777777777778,0.33000001311302185
Imagenet-,0.8277488350868225,0.860081675,0.4431999921798706
Noise,0.7097910046577454,0.949416984375,0.15531249344348907
Adv. Noise,0.9977596998214722,0.06485107421874999,0.949999988079071
Adv. Sample,1.0,0.05,1.0
