DataSet,MMC,AUROC,FPR@95
orig,0.9779834747314453,-,-
SVHN,0.8236148357391357,0.9271070849999999,0.3000999987125397
CIFAR100,0.8367634415626526,0.87411617,0.4448999762535095
LSUN_CR,0.7799585461616516,0.9260444444444443,0.31333333253860474
Imagenet-,0.8356247544288635,0.8678386100000001,0.45069998502731323
Noise,0.7593504190444946,0.944985171875,0.20078124105930328
