DataSet,MMC,AUROC,FPR@95
MNIST,0.9569173455238342,-,-
FMNIST,0.17657896876335144,0.9814685900000001,0.003599999938160181
EMNIST,0.5413498878479004,0.895467505,0.23269999027252197
GrayCIFAR10,0.10075393319129944,0.98799663,0.0
Noise,0.0999973863363266,0.9901124652777779,0.0
Adv. Noise,0.09999801218509674,0.9896248558246828,0.0
Adv. Sample,0.9409114718437195,0.7097001153402537,0.7647059559822083
