DataSet,MMC,AUROC,FPR@95
orig,0.9820260405540466,-,-
MNIST,0.7609655857086182,0.9502716350000001,0.282399982213974
EMNIST,0.722981333732605,0.95730998,0.21809999644756317
GrayCIFAR10,0.9238097667694092,0.87278894,0.6819999814033508
Noise,0.6403236985206604,0.9757612656249999,0.07523437589406967
