DataSet,MMC,AUROC,FPR@95
orig,0.8711552619934082,-,-
FMNIST,0.5123205780982971,0.84028348,0.08179999887943268
EMNIST,0.6974488496780396,0.74286007,0.1753000020980835
GrayCIFAR10,0.10018546879291534,0.9998807150000001,0.0
Noise,0.42218849062919617,0.73268137890625,0.3629687428474426
