DataSet,MMC,AUROC,FPR@95
MNIST,0.10001687705516815,-,-
FMNIST,0.10001051425933838,0.5,0.0
EMNIST,0.10001645237207413,0.5,0.0
GrayCIFAR10,0.10000461339950562,0.5,0.0
Noise,0.10002761334180832,0.49998334,0.0
Adv. Noise,0.10003145039081573,0.41745096,0.0
Adv. Sample,0.10001541674137115,0.5,0.0
Adv. Noise,0.10006771236658096,0.11078429,0.0
Adv. Sample,0.100019671022892,0.49117646,0.0
Adv. Noise,0.10012812167406082,0.0019607544,0.0
Adv. Sample,0.10005093365907669,0.119607806,0.0
