DataSet,MMC,AUROC,FPR@95
orig,0.9928470253944397,-,-
FMNIST,0.38385891914367676,0.9949565749999999,0.04739999771118164
EMNIST,0.8004313111305237,0.9130573399999999,0.3797000050544739
GrayCIFAR10,0.10111288726329803,0.9999996099999999,0.0
Noise,0.10004640370607376,1.0,0.0
