DataSet,MMC,AUROC,FPR@95
orig,0.8750851154327393,-,-
FMNIST,0.5758782029151917,0.8136700350000001,0.11309999972581863
EMNIST,0.694382905960083,0.7542594899999999,0.16859999299049377
GrayCIFAR10,0.10018344223499298,0.999926735,0.0
Noise,0.45184722542762756,0.8822916015625,0.0
