DataSet,MMC,AUROC,FPR@95
orig,0.9886086583137512,-,-
FMNIST,0.1480754166841507,0.9967722899999999,0.013899999670684338
EMNIST,0.7814579606056213,0.89261143,0.40309998393058777
GrayCIFAR10,0.10003587603569031,0.99859961,0.0
Noise,0.1044728085398674,0.998075125,0.0
