DataSet,MMC,AUROC,FPR@95
orig,0.9889548420906067,-,-
CIFAR10,0.749918520450592,0.951670025,0.26669999957084656
CIFAR100,0.753304660320282,0.94870315,0.2766000032424927
LSUN_CR,0.7477139234542847,0.9499611111111111,0.2600000202655792
Imagenet-,0.7493051290512085,0.94895884,0.26429998874664307
Noise,0.6407485008239746,0.973347027681043,0.16394276916980743
Adv. Noise,0.9344105124473572,0.4150097656250001,0.7287499904632568
Adv. Sample,0.9999994039535522,0.0,1.0
