DataSet,MMC,AUROC,FPR@95
MNIST,0.10000003129243851,-,-
FMNIST,0.10000003129243851,0.5,0.0
EMNIST,0.10000003129243851,0.5,0.0
GrayCIFAR10,0.10000003129243851,0.5,0.0
Noise,0.10000006854534149,0.5,0.0
Adv. Noise,0.10000008344650269,0.5,0.0
Adv. Sample,0.1000000461935997,0.5,0.0
