DataSet,MMC,AUROC,FPR@95
orig,0.966363251209259,-,-
SVHN,0.814422070980072,0.9026223950000001,0.3481999933719635
CIFAR100,0.8154498934745789,0.8674006350000001,0.43199998140335083
LSUN_CR,0.7862784266471863,0.9081222222222223,0.33000001311302185
Imagenet-,0.8115564584732056,0.8633353699999999,0.42729997634887695
Noise,0.7560011148452759,0.8969029882812499,0.3193749785423279
