DataSet,MMC,AUROC,FPR@95
MNIST,0.9778239727020264,-,-
FMNIST,0.36616384983062744,0.986479065,0.03920000046491623
EMNIST,0.7951205968856812,0.8740397050000001,0.3440999984741211
GrayCIFAR10,0.10039285570383072,0.999998035,0.0
Noise,0.1000034362077713,1.0,0.0
Adv. Noise,0.10000398010015488,1.0,0.0
Adv. Sample,0.9016497731208801,0.7791637831603229,0.574509859085083
