DataSet,MMC,AUROC,FPR@95
orig,0.9837825894355774,-,-
CIFAR10,0.6860647201538086,0.9569801050000001,0.1753000020980835
CIFAR100,0.6807072162628174,0.9555380400000001,0.18079999089241028
LSUN_CR,0.6673550605773926,0.9665,0.19333334267139435
Imagenet-,0.6339170932769775,0.9634361049999999,0.15160000324249268
Noise,0.646049976348877,0.965972197615387,0.1412835270166397
