DataSet,MMC,AUROC,FPR@95
orig,0.9985688924789429,-,-
SVHN,0.9990216493606567,0.50565437,0.9967999458312988
CIFAR100,0.9993306398391724,0.422914445,0.9977999925613403
LSUN_CR,0.9985795617103577,0.4308444444444444,0.996666669845581
Imagenet-,0.9994776248931885,0.372797065,0.9983999729156494
Noise,0.9979916214942932,0.2007493984375,0.9916406273841858
