DataSet,MMC,AUROC,FPR@95
MNIST,0.10000009834766388,-,-
FMNIST,0.10000009834766388,0.5,0.0
EMNIST,0.10000009834766388,0.5,0.0
GrayCIFAR10,0.10000009834766388,0.5,0.0
Noise,0.10000012814998627,0.5,0.0
Adv. Noise,0.10000012814998627,0.5,0.0
Adv. Sample,0.10000009834766388,0.5,0.0
