DataSet,MMC,AUROC,FPR@95
orig,0.9781440496444702,-,-
CIFAR10,0.5867488980293274,0.9481070149999999,0.19579999148845673
CIFAR100,0.5500577092170715,0.9543165250000001,0.18289999663829803
LSUN_CR,0.5466607809066772,0.9566722222222221,0.1666666716337204
Imagenet-,0.5622185468673706,0.9538826100000002,0.179299995303154
Noise,0.6641495823860168,0.9567832843919478,0.17558668553829193
