DataSet,MMC,AUROC,FPR@95
MNIST,0.34383007884025574,-,-
CIFAR10,0.3238196074962616,0.532829905,0.0
CIFAR100,0.3231976628303528,0.557781715,0.00029999998514540493
LSUN_CR,0.2812161147594452,0.6766666666666667,0.0
Imagenet-,0.31004661321640015,0.58345391,0.00019999999494757503
Noise,0.3235275149345398,0.5405094319218288,0.0
Adv. Noise,0.6706266403198242,0.10595532487504807,0.07745097577571869
Adv. Sample,0.6699129939079285,0.07574009996155324,0.0470588281750679
