DataSet,MMC,AUROC,FPR@95
orig,0.9937098622322083,-,-
FMNIST,0.5169352889060974,0.986124035,0.16339999437332153
EMNIST,0.8307296633720398,0.8971161700000001,0.43939998745918274
GrayCIFAR10,0.1001615971326828,0.99994971,0.0
Noise,0.11018266528844833,0.9999271367187501,0.0
