DataSet,MMC,AUROC,FPR@95
MNIST,0.19760662317276,-,-
CIFAR10,0.19308878481388092,0.524425295,0.0
CIFAR100,0.19853200018405914,0.491208535,0.0
LSUN_CR,0.1965288370847702,0.4615222222222223,0.0
Imagenet-,0.1982252448797226,0.44504108000000003,0.0
Noise,0.2674596905708313,0.3949990773293021,0.0
Adv. Noise,0.4386950433254242,0.014964206074586695,0.0
Adv. Sample,0.3031010627746582,0.1534717416378316,0.0
