DataSet,MMC,AUROC,FPR@95
orig,0.3813606798648834,-,-
MNIST,0.26601722836494446,0.6725656299999999,0.0
EMNIST,0.24515138566493988,0.726218955,0.0
GrayCIFAR10,0.18925152719020844,0.864426685,0.0
Noise,0.14195945858955383,0.9629846015625,0.0
