DataSet,MMC,AUROC,FPR@95
orig,0.9850767850875854,-,-
CIFAR10,0.6482552289962769,0.953644135,0.22179999947547913
CIFAR100,0.6154335141181946,0.9549314,0.2078000009059906
LSUN_CR,0.6712300181388855,0.9580111111111111,0.20000000298023224
Imagenet-,0.6320262551307678,0.95347104,0.2296999990940094
Noise,0.7241565585136414,0.9637489579810187,0.21249401569366455
Adv. Noise,0.9716416597366333,0.161083984375,0.8725000023841858
Adv. Sample,0.9940000772476196,0.06211111111111115,0.9933333396911621
