DataSet,MMC,AUROC,FPR@95
orig,0.09999999403953552,-,-
SVHN,0.09999999403953552,0.5,0.0
CIFAR100,0.09999999403953552,0.5,0.0
LSUN_CR,0.10000000149011612,0.5,0.0
Imagenet-,0.09999999403953552,0.5,0.0
Noise,0.09999999403953552,0.5,0.0
